date_added,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
2020-07-26T02:58:12Z,0.313,0.429,6,-7.415,1,0.0343,0.787,0.0,0.0863,0.416,77.27,audio_features,5tajmvqHF6YW1iiUFzKpCB,spotify:track:5tajmvqHF6YW1iiUFzKpCB,https://api.spotify.com/v1/tracks/5tajmvqHF6YW1iiUFzKpCB,https://api.spotify.com/v1/audio-analysis/5tajmvqHF6YW1iiUFzKpCB,184213,4
2020-07-18T20:47:43Z,0.514,0.3,2,-7.514,0,0.0261,0.915,2.29e-05,0.118,0.178,89.889,audio_features,1CMXhCMV24xYIBWENqXoe5,spotify:track:1CMXhCMV24xYIBWENqXoe5,https://api.spotify.com/v1/tracks/1CMXhCMV24xYIBWENqXoe5,https://api.spotify.com/v1/audio-analysis/1CMXhCMV24xYIBWENqXoe5,197084,4
2020-07-13T20:23:26Z,0.636,0.758,0,-5.567,1,0.0427,0.331,1.01e-05,0.16,0.281,97.025,audio_features,4XII12nbsvJblXfG1I2QR4,spotify:track:4XII12nbsvJblXfG1I2QR4,https://api.spotify.com/v1/tracks/4XII12nbsvJblXfG1I2QR4,https://api.spotify.com/v1/audio-analysis/4XII12nbsvJblXfG1I2QR4,214107,4
2020-07-13T15:52:30Z,0.684,0.512,11,-8.715,1,0.0525,0.544,0.0,0.097,0.466,119.901,audio_features,38o5lj4mbLK34vQkJUlMrg,spotify:track:38o5lj4mbLK34vQkJUlMrg,https://api.spotify.com/v1/tracks/38o5lj4mbLK34vQkJUlMrg,https://api.spotify.com/v1/audio-analysis/38o5lj4mbLK34vQkJUlMrg,160225,4
2020-07-11T15:29:37Z,0.459,0.422,4,-9.228,0,0.0331,0.777,0.00306,0.133,0.202,136.778,audio_features,2eqGTP6jFizXOtAl2izAqY,spotify:track:2eqGTP6jFizXOtAl2izAqY,https://api.spotify.com/v1/tracks/2eqGTP6jFizXOtAl2izAqY,https://api.spotify.com/v1/audio-analysis/2eqGTP6jFizXOtAl2izAqY,253443,3
2020-07-10T23:37:07Z,0.73,0.551,6,-7.361,1,0.269,0.711,6.88e-05,0.121,0.431,87.916,audio_features,1bklPkNKKoy2pcw7s5GQsT,spotify:track:1bklPkNKKoy2pcw7s5GQsT,https://api.spotify.com/v1/tracks/1bklPkNKKoy2pcw7s5GQsT,https://api.spotify.com/v1/audio-analysis/1bklPkNKKoy2pcw7s5GQsT,289108,4
2020-07-08T18:15:31Z,0.793,0.747,8,-3.809,1,0.039,0.0278,0.0,0.292,0.282,117.978,audio_features,16eNwSoWmJh5GSjN8ECmIp,spotify:track:16eNwSoWmJh5GSjN8ECmIp,https://api.spotify.com/v1/tracks/16eNwSoWmJh5GSjN8ECmIp,https://api.spotify.com/v1/audio-analysis/16eNwSoWmJh5GSjN8ECmIp,218627,4
2020-07-08T18:06:14Z,0.452,0.688,0,-4.84,0,0.0385,0.0263,0.0,0.11,0.313,76.99,audio_features,5y4XJ9UFS5eOdoYPF5pSAE,spotify:track:5y4XJ9UFS5eOdoYPF5pSAE,https://api.spotify.com/v1/tracks/5y4XJ9UFS5eOdoYPF5pSAE,https://api.spotify.com/v1/audio-analysis/5y4XJ9UFS5eOdoYPF5pSAE,199600,4
2020-07-08T17:12:38Z,0.467,0.367,3,-7.126,1,0.0392,0.576,0.0,0.142,0.194,143.619,audio_features,7zGueRpr1EVSIWw3wIE1AO,spotify:track:7zGueRpr1EVSIWw3wIE1AO,https://api.spotify.com/v1/tracks/7zGueRpr1EVSIWw3wIE1AO,https://api.spotify.com/v1/audio-analysis/7zGueRpr1EVSIWw3wIE1AO,233147,4
2020-07-08T16:58:16Z,0.629,0.366,11,-12.99,1,0.207,0.954,6.38e-05,0.0983,0.174,74.107,audio_features,59ETcec0EX4fyuq9TlTAmR,spotify:track:59ETcec0EX4fyuq9TlTAmR,https://api.spotify.com/v1/tracks/59ETcec0EX4fyuq9TlTAmR,https://api.spotify.com/v1/audio-analysis/59ETcec0EX4fyuq9TlTAmR,216422,4
2020-07-08T16:37:53Z,0.715,0.408,0,-7.475,1,0.0399,0.2,0.0,0.211,0.432,87.0,audio_features,2A8fh9MXaPMv88D8NdGnsM,spotify:track:2A8fh9MXaPMv88D8NdGnsM,https://api.spotify.com/v1/tracks/2A8fh9MXaPMv88D8NdGnsM,https://api.spotify.com/v1/audio-analysis/2A8fh9MXaPMv88D8NdGnsM,161693,4
2020-07-08T16:33:57Z,0.571,0.348,11,-8.175,1,0.0344,0.363,3.2e-05,0.579,0.0956,104.928,audio_features,4c9GRkbxYwKqbEajEHHRIv,spotify:track:4c9GRkbxYwKqbEajEHHRIv,https://api.spotify.com/v1/tracks/4c9GRkbxYwKqbEajEHHRIv,https://api.spotify.com/v1/audio-analysis/4c9GRkbxYwKqbEajEHHRIv,205911,4
